ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,User-ID,Book-Rating,Rating-Count
0679723161,Lolita (Vintage International),VLADIMIR NABOKOV,1989,Vintage,254822,9,58
0345370775,Jurassic Park,Michael Crichton,1999,Ballantine Books,196018,5,281
0553572997,The Alienist,Caleb Carr,1995,Bantam Books,196018,8,182
0345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books,196018,5,165
0553210092,The Scarlet Letter,NATHANIEL HAWTHORNE,1965,Bantam,23872,10,51
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,23872,10,206
0345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,23872,10,73
0440219078,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf,23872,9,76
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,23872,9,318
0553561618,Dark Paradise,TAMI HOAG,1994,Bantam,23872,5,103
0446606812,Message in a Bottle,Nicholas Sparks,1999,Warner Vision,23872,7,212
0060916508,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,Perennial,23872,7,62
0345361792,A Prayer for Owen Meany,John Irving,1990,Ballantine Books,23872,6,213
0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey,23872,10,122
0451524934,1984,George Orwell,1990,Signet Book,23872,7,101
0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey,23872,9,173
0345422384,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice,1999,Ballantine Books,23872,9,57
0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy,23872,10,65
0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books,23872,9,296
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,23872,8,127
0446603309,The Witness,Sandra Brown,1996,Warner Books,23872,8,51
1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications,23872,8,135
068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone,23872,8,191
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,23872,10,115
0440200989,Weep No More My Lady,Mary Higgins Clark,1993,Dell,23872,8,73
0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket,23872,9,87
0312924585,Silence of the Lambs,Thomas Harris,1991,St. Martin's Press,23872,10,151
0439139597,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,23872,10,116
0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,23872,10,111
0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam,23872,7,105
0451180232,Nightmares &amp; Dreamscapes,Stephen King,2004,Signet Book,23872,9,71
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications,23872,10,88
0671867091,Remember Me,Mary Higgins Clark,1995,Pocket,23872,9,93
0451190572,The Green Mile: Coffey on the Mile (Green Mile Series),Stephen King,1996,Signet Book,23872,10,54
0061096113,Mistaken Identity,Lisa Scottoline,2000,HarperTorch,23872,8,55
0553569155,Seinlanguage,Jerry Seinfeld,1995,Bantam Books,23872,7,66
0440217547,Accident,Danielle Steel,1995,Dell,23872,5,58
0553210092,The Scarlet Letter,NATHANIEL HAWTHORNE,1965,Bantam,127384,7,51
0399141146,The Hundred Secret Senses,Amy Tan,1995,Putnam Pub Group,127384,7,55
0316777730,Naked,David Sedaris,1998,Back Bay Books,139586,8,58
0345413369,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey,28594,8,56
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,28594,9,285
0446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision,18401,10,210
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,114581,7,285
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,114581,8,179
0440211263,Circle of Friends,Maeve Binchy,1991,Dell,114581,10,152
0440235596,Tara Road,Maeve Binchy,2000,Dell Publishing Company,114581,10,151
0440204194,Firefly Summer,Maeve Binchy,1989,Dell,114581,10,59
0439139600,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,114581,7,103
0440221595,The Glass Lake,Maeve Binchy,1996,Dell,114581,10,95
0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book,114581,10,107
0440213290,The Copper Beech,Maeve Binchy,1993,Dell,114581,8,88
0743437640,The Mulberry Tree,Jude Deveraux,2003,Pocket,148586,9,80
0553578316,Sticks &amp; Scones,Diane Mott Davidson,2002,Bantam Books,148586,8,58
0316777730,Naked,David Sedaris,1998,Back Bay Books,243328,9,58
0425185710,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,Berkley Publishing Group,243328,9,53
0062502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco,243328,8,102
0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor,243328,9,178
0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,243328,10,190
0441569595,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,243328,7,85
0140179836,The Liar's Club: A Memoir,Mary Karr,1998,Penguin USA (Paper),243328,10,62
0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,8734,9,335
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,8734,9,422
089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,8734,8,78
0894805770,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing,8734,7,55
0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books,8734,9,174
0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway,8734,7,77
0452282195,The Bluest Eye,Toni Morrison,2000,Plume Books,8734,7,70
0316678104,Fortune's Rocks : A Novel,Anita Shreve,2001,Back Bay Books,8734,8,63
0345424719,A Widow for One Year,JOHN IRVING,1999,Ballantine Books,37512,8,81
0441003257,Good Omens,Neil Gaiman,1996,Ace Books,37512,8,88
0345361792,A Prayer for Owen Meany,John Irving,1990,Ballantine Books,37512,9,213
0061020710,The Color of Magic,Terry Pratchett,2000,HarperTorch,37512,7,51
0441790348,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter,37512,5,68
0688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial,149204,8,84
0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown",149204,6,80
0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks,149204,9,151
0345424719,A Widow for One Year,JOHN IRVING,1999,Ballantine Books,276307,9,81
0312274920,Round Ireland With a Fridge,Tony Hawks,2001,St. Martin's Press,276307,9,64
0679735771,American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000,Vintage Books USA,276307,4,70
0375726403,Empire Falls,Richard Russo,2002,Vintage Books USA,121264,9,160
0679439382,The Little Friend,Donna Tartt,2002,Alfred A. Knopf,121264,6,61
0449910237,Moo,Jane Smiley,1996,Ballantine Books,121264,6,73
0375726403,Empire Falls,Richard Russo,2002,Vintage Books USA,215986,5,160
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,215986,10,105
1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books,215986,10,59
0743418174,Good in Bed,Jennifer Weiner,2002,Washington Square Press,215986,9,259
0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey,215986,5,122
0451524934,1984,George Orwell,1990,Signet Book,215986,8,101
1573229326,How to Be Good,Nick Hornby,2002,Riverhead Books,215986,7,104
0142004235,East of Eden (Oprah's Book Club),John Steinbeck,2003,Penguin Books,215986,10,65
0590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,215986,8,101
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,215986,8,115
0375703764,House of Leaves,Mark Z. Danielewski,2000,Pantheon Books,215986,9,57
0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,215986,8,111
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,215986,9,202
0679439382,The Little Friend,Donna Tartt,2002,Alfred A. Knopf,215986,5,61
0380789035,American Gods,Neil Gaiman,2002,HarperTorch,104362,7,166
0380789019,Neverwhere,Neil Gaiman,1998,Avon,104362,6,116
0345447840,The Surgeon,TESS GERRITSEN,2002,Ballantine Books,104362,8,81
0066214122,Prey: A Novel,Michael Crichton,2002,HarperCollins,104362,6,83
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,104362,6,202
0452284449,The Virgin Blue,Tracy Chevalier,2003,Plume Books,104362,7,70
0425146413,Night Prey,John Sandford,2004,Berkley Publishing Group,104362,7,66
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,17667,7,145
067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,17667,8,319
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,17667,7,179
0385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese,17667,7,56
0312980159,Fast Women,Jennifer Crusie,2002,St. Martin's Press,17667,9,107
0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,17667,8,84
0440226104,Black and Blue,ANNA QUINDLEN,1999,Dell,31094,8,161
0553282476,CAT'S EYE,MARGARET ATWOOD,1989,Bantam,31094,7,77
0671683993,The Temple of My Familiar,Alice Walker,1990,Pocket,31094,8,64
0671250671,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",M. Scott Peck,1980,Touchstone,31094,7,55
0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books,31094,7,129
0385479565,The Hot Zone,Richard Preston,1995,Anchor,31094,8,122
0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books,31094,7,124
0440226104,Black and Blue,ANNA QUINDLEN,1999,Dell,244685,10,161
0425142485,The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group,244685,8,65
0451205421,The Door to December,Dean R. Koontz,2002,Signet Book,244685,8,54
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,244685,10,318
067101420X,"Forever... : A Novel of Good and Evil, Love and Hope",Jude Deveraux,2002,Pocket,244685,9,67
0553582658,Summer Light,Luanne Rice,2002,Bantam Books,244685,9,59
0671004565,We'll Meet Again,Mary Higgins Clark,2000,Pocket,244685,8,92
0440224764,The Partner,John Grisham,1998,Dell Publishing Company,244685,10,185
0440236673,The Brethren,John Grisham,2000,Island,244685,10,210
0553295977,Carnal Innocence,Nora Roberts,1992,Bantam Books,244685,8,69
0446606383,The Midnight Club,James Patterson,1999,Warner Vision,244685,5,61
0515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,244685,9,153
1551668998,Beach House,Mary Alice Monroe,2002,Mira,244685,10,68
0440241073,The Summons,John Grisham,2002,Dell Publishing Company,244685,10,192
0345427637,The Angel of Darkness,Caleb Carr,1998,Ballantine Books,244685,9,107
0553292722,Still Waters,TAMI HOAG,1992,Bantam,244685,8,92
0553581554,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,2000,Bantam Books,244685,8,77
0425145638,Fatal Cure,Robin Cook,1997,Berkley Publishing Group,244685,10,71
0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books,244685,9,82
0446364800,The General's Daughter,Nelson DeMille,1993,Warner Books,244685,5,89
0440217490,A Dangerous Fortune,Ken Follett,1994,Island,244685,8,62
0440226104,Black and Blue,ANNA QUINDLEN,1999,Dell,249111,9,161
0385493800,The Testament,John Grisham,1999,Doubleday Books,249111,8,61
0671038184,Jewel,Bret Lott,1999,Washington Square Press,249111,9,123
0671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,Free Press,249111,8,84
0375412824,The Dive From Clausen's Pier (Alex Awards),ANN PACKER,2002,Knopf,249111,9,66
0425136981,Shadowfires,Dean R. Koontz,1994,Berkley Publishing Group,249111,8,67
0446609404,Cradle and All,James Patterson,2001,Warner Vision,249111,9,101
0446356832,The Sands of Time,Sidney Sheldon,1989,Warner Books,249111,6,69
0440224594,The Return Journey,MAEVE BINCHY,1999,Dell,249111,8,92
0440226104,Black and Blue,ANNA QUINDLEN,1999,Dell,254405,10,161
0375727132,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003,Vintage,41086,4,68
0767915054,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),HAVEN KIMMEL,2002,Broadway Books,41086,7,60
0451169530,The Stand: Complete and Uncut,Stephen King,1991,Signet Book,39195,8,88
0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,112541,7,197
0553571656,The Beekeeper's Apprentice,LAURIE R. KING,1996,Bantam,112541,3,52
0441003257,Good Omens,Neil Gaiman,1996,Ace Books,112541,6,88
0375706771,Midwives: A Novel,Chris Bohjalian,1998,Vintage,112541,10,225
0671886665,A Cry In The Night,Mary Higgins Clark,1993,Pocket,112541,8,67
0425147517,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group,112541,8,72
0446609943,The Switch,Sandra Brown,2001,Warner Vision,112541,7,58
0446604232,Exclusive,Sandra Brown,1997,Warner Books,112541,6,65
0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,165516,8,226
0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,198012,10,226
0425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group,198012,6,84
0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books,198012,9,174
0425083837,The Hunt for Red October,Tom Clancy,1985,Berkley Publishing Group,198012,9,90
0345387651,The Cider House Rules,John Irving,1994,Ballantine Books,69808,8,149
0805063897,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,Owl Books,41364,10,137
0553375407,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,1995,Bantam,41364,5,62
0446532231,"Dude, Where's My Country?",Michael Moore,2003,Warner Books,41364,9,104
0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books,41364,8,129
0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,41364,9,190
044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books,41364,6,101
0805063897,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,Owl Books,155141,7,137
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,155141,10,285
0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books,155141,8,296
0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade,155141,10,69
0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,160295,9,335
0380789035,American Gods,Neil Gaiman,2002,HarperTorch,160295,7,166
0060987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,Regan Books,160295,10,137
0064407675,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999,HarperCollins,160295,8,82
0553572997,The Alienist,Caleb Carr,1995,Bantam Books,161265,8,182
0312305060,The Hours: A Novel,Michael Cunningham,2002,Picador,161265,9,158
0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,161265,10,172
0805063897,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,Owl Books,265553,6,137
0440224764,The Partner,John Grisham,1998,Dell Publishing Company,265553,5,185
0451203895,4 Blondes,Candace Bushnell,2002,Signet Book,265553,6,101
0449003795,P Is for Peril,Sue Grafton,2002,Ballantine Books,269157,8,124
0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam,269157,8,143
0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books,269157,8,124
0449219461,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993,Fawcett Books,269157,8,106
0345413369,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey,239423,8,56
0345370805,How to Make an American Quilt,Whitney Otto,1992,Ballantine Books,239423,8,89
0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books,239423,10,57
0590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,239423,10,101
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,239423,9,115
0345413350,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1997,Del Rey,239423,8,95
0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,239423,9,111
0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books,137211,7,187
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,137211,8,422
0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial,137211,8,371
0425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group,137211,7,103
0345353145,Sphere,MICHAEL CRICHTON,1988,Ballantine Books,137211,7,198
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion,137211,8,128
0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,Pocket,137211,8,91
0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam,137211,8,130
0345366239,The Eight,Katherine Neville,1995,Ballantine Books,137211,10,65
0449223612,N Is for Noose,Sue Grafton,1999,Fawcett Books,137211,8,116
0446363251,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,1992,Warner Books,137211,8,82
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,9613,7,115
0441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Ace Books,9613,7,55
0373483503,Macgregor Brides (Macgregors),Nora Roberts,1997,Silhouette,9613,8,77
0425182878,Chosen Prey,John Sandford,2004,Berkley Publishing Group,76102,8,83
055356451X,Night Sins,TAMI HOAG,1995,Bantam,76102,6,104
0553561618,Dark Paradise,TAMI HOAG,1994,Bantam,76102,6,103
0380789019,Neverwhere,Neil Gaiman,1998,Avon,76102,8,116
0385486804,Into the Wild,Jon Krakauer,1997,Anchor,76102,10,95
0671617028,The Color Purple,Alice Walker,1985,Pocket Books,76102,9,94
0425141233,Winter Prey,John Sandford,2004,Berkley Publishing Group,76102,8,53
0425179885,The Devil's Code,John Sandford,2004,Berkley Publishing Group,76102,7,54
0743211383,Dreamcatcher,Stephen King,2001,Scribner,112914,6,51
0451169522,Misery,Stephen King,2004,Penguin USA (Paper),112914,8,70
055357227X,"The Web (Alex Delaware Series, No. 10)",JONATHAN KELLERMAN,1996,Bantam,112914,3,51
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,19681,10,156
